num,group,media_jp,media_en,url
1,g01,共同通信,kyodonews,https://news.yahoo.co.jp/media/kyodonews
2,g01,読売新聞オンライン,yom,https://news.yahoo.co.jp/media/yom
3,g01,TBS NEWS DIG Powered by JNN,jnn,https://news.yahoo.co.jp/media/jnn
4,g01,スポニチアネックス,spnannex,https://news.yahoo.co.jp/media/spnannex
5,g02,時事通信,jij,https://news.yahoo.co.jp/media/jij
6,g03,朝日新聞デジタル,asahi,https://news.yahoo.co.jp/media/asahi
7,g03,テレビ朝日系（ANN）,ann,https://news.yahoo.co.jp/media/ann
8,g03,tenki.jp,tenki,https://news.yahoo.co.jp/media/tenki
9,g03,毎日新聞,mai,https://news.yahoo.co.jp/media/mai
10,g03,オリコン,oric,https://news.yahoo.co.jp/media/oric
11,g04,スポーツ報知,sph,https://news.yahoo.co.jp/media/sph
12,g04,日テレNEWS,nnn,https://news.yahoo.co.jp/media/nnn
13,g04,ウェザーマップ,wmap,https://news.yahoo.co.jp/media/wmap
14,g04,産経新聞,san,https://news.yahoo.co.jp/media/san
15,g04,デイリースポーツ,dal,https://news.yahoo.co.jp/media/dal
16,g04,日刊スポーツ,nksports,https://news.yahoo.co.jp/media/nksports
17,g04,ロイター,reut,https://news.yahoo.co.jp/media/reut
18,g04,Full-Count,fullcount,https://news.yahoo.co.jp/media/fullcount
19,g04,MBSニュース,mbsnews,https://news.yahoo.co.jp/media/mbsnews
20,g04,FNNプライムオンライン（フジテレビ系）,fnn,https://news.yahoo.co.jp/media/fnn
21,g05,ABEMA TIMES,abema,https://news.yahoo.co.jp/media/abema
22,g05,FNNプライムオンライン,fnnprimev,https://news.yahoo.co.jp/media/fnnprimev
23,g05,Yahoo!ニュース オリジナル 特集,ytokushup,https://news.yahoo.co.jp/media/ytokushup
24,g05,ENCOUNT,encount,https://news.yahoo.co.jp/media/encount
25,g05,文春オンライン,bunshun,https://news.yahoo.co.jp/media/bunshun
26,g05,HBCニュース北海道,hbcv,https://news.yahoo.co.jp/media/hbcv
27,g05,Bloomberg,bloom_st,https://news.yahoo.co.jp/media/bloom_st
28,g05,静岡放送（SBS）,sbsv,https://news.yahoo.co.jp/media/sbsv
29,g05,中国新聞デジタル,chugoku,https://news.yahoo.co.jp/media/chugoku
30,g05,読売テレビ,ytv,https://news.yahoo.co.jp/media/ytv
31,g05,ITmedia NEWS,zdn_n,https://news.yahoo.co.jp/media/zdn_n
32,g05,スポーツナビ,spnaviv,https://news.yahoo.co.jp/media/spnaviv
33,g05,RKB毎日放送,rkbv,https://news.yahoo.co.jp/media/rkbv
34,g05,ＡＦＰ＝時事,jij_afp,https://news.yahoo.co.jp/media/jij_afp
35,g05,BSS山陰放送,bss,https://news.yahoo.co.jp/media/bss
36,g05,ｔｙｓテレビ山口,tys,https://news.yahoo.co.jp/media/tys
37,g05,NEWSポストセブン,pseven,https://news.yahoo.co.jp/media/pseven
38,g05,くるまのニュース,kurumans,https://news.yahoo.co.jp/media/kurumans
39,g05,東洋経済オンライン,toyo,https://news.yahoo.co.jp/media/toyo
40,g05,弁護士ドットコムニュース,bengocom,https://news.yahoo.co.jp/media/bengocom
41,g06,ITmedia ビジネスオンライン,zdn_mkt,https://news.yahoo.co.jp/media/zdn_mkt
42,g06,ウェザーニュース,weather,https://news.yahoo.co.jp/media/weather
43,g06,CBCテレビ,cbc,https://news.yahoo.co.jp/media/cbc
44,g06,OBS大分放送,obsnews,https://news.yahoo.co.jp/media/obsnews
45,g06,ナショナル ジオグラフィック日本版,nknatiogeo,https://news.yahoo.co.jp/media/nknatiogeo
46,g06,ねとらぼ,it_nlab,https://news.yahoo.co.jp/media/it_nlab
47,g06,女性自身,jisin,https://news.yahoo.co.jp/media/jisin
48,g06,tennis365.net,tennisnet,https://news.yahoo.co.jp/media/tennisnet
49,g06,オトナンサー,otonans,https://news.yahoo.co.jp/media/otonans
50,g06,47NEWS,yonnana,https://news.yahoo.co.jp/media/yonnana
51,g06,読売新聞（ヨミドクター）,yomidr,https://news.yahoo.co.jp/media/yomidr
52,g06,関西テレビ,kantele,https://news.yahoo.co.jp/media/kantele
53,g06,withnews,withnews,https://news.yahoo.co.jp/media/withnews
54,g06,サンケイスポーツ,sanspo,https://news.yahoo.co.jp/media/sanspo
55,g06,西スポWEB OTTO！,nishispo,https://news.yahoo.co.jp/media/nishispo
56,g06,BBC News,bbc,https://news.yahoo.co.jp/media/bbc
57,g06,ＫＲＹ山口放送,kry,https://news.yahoo.co.jp/media/kry
58,g06,STVニュース北海道,stv,https://news.yahoo.co.jp/media/stv
59,g06,SOCCER DIGEST Web,sdigestw,https://news.yahoo.co.jp/media/sdigestw
60,g06,Yahoo!ニュース,yjnews,https://news.yahoo.co.jp/media/yjnews
61,g06,J-CASTニュース,jct,https://news.yahoo.co.jp/media/jct
62,g06,北海道新聞,doshin,https://news.yahoo.co.jp/media/doshin
63,g06,MRO北陸放送,mrov,https://news.yahoo.co.jp/media/mrov
64,g06,RSK山陽放送,rsk,https://news.yahoo.co.jp/media/rsk
65,g06,河北新報,khks,https://news.yahoo.co.jp/media/khks
66,g06,京都新聞,kyt,https://news.yahoo.co.jp/media/kyt
67,g06,千葉日報オンライン,chibatopi,https://news.yahoo.co.jp/media/chibatopi
68,g06,チューリップテレビ,tuliptv,https://news.yahoo.co.jp/media/tuliptv
69,g06,琉球新報,ryu,https://news.yahoo.co.jp/media/ryu
70,g06,シネマトゥデイ,flix,https://news.yahoo.co.jp/media/flix
71,g06,週刊女性PRIME,jprime,https://news.yahoo.co.jp/media/jprime
72,g06,モデルプレス,mdpr,https://news.yahoo.co.jp/media/mdpr
73,g06,リアルサウンド,realsound,https://news.yahoo.co.jp/media/realsound
74,g06,IBC岩手放送,ibciwatev,https://news.yahoo.co.jp/media/ibciwatev
75,g06,NBS長野放送,nbstv,https://news.yahoo.co.jp/media/nbstv
76,g06,神戸新聞NEXT,kobenext,https://news.yahoo.co.jp/media/kobenext
77,g06,Yahoo!ニュース オリジナル Voice,ynewstalk,https://news.yahoo.co.jp/media/ynewstalk
78,g06,テレ東BIZ,tvtnews,https://news.yahoo.co.jp/media/tvtnews
79,g06,SmartFLASH,flash,https://news.yahoo.co.jp/media/flash
80,g06,信濃毎日新聞デジタル,shinmai,https://news.yahoo.co.jp/media/shinmai
81,g07,KSB瀬戸内海放送,ksbv,https://news.yahoo.co.jp/media/ksbv
82,g07,TNCテレビ西日本,tncv,https://news.yahoo.co.jp/media/tncv
83,g07,沖縄タイムス,okinawat,https://news.yahoo.co.jp/media/okinawat
84,g07,下野新聞SOON,soon,https://news.yahoo.co.jp/media/soon
85,g07,テレビユー福島,tuf,https://news.yahoo.co.jp/media/tuf
86,g07,Hint-Pot,hintpot,https://news.yahoo.co.jp/media/hintpot
87,g07,THE ANSWER,theanswer,https://news.yahoo.co.jp/media/theanswer
88,g07,中日スポーツ,chuspo,https://news.yahoo.co.jp/media/chuspo
89,g07,西日本新聞,nishinp,https://news.yahoo.co.jp/media/nishinp
90,g07,南日本新聞,minami,https://news.yahoo.co.jp/media/minami
91,g07,CNN.co.jp,cnn,https://news.yahoo.co.jp/media/cnn
92,g07,帝国データバンク,teikokudb,https://news.yahoo.co.jp/media/teikokudb
93,g07,日本農業新聞,agrinews,https://news.yahoo.co.jp/media/agrinews
94,g07,FBS福岡放送,fbsnews,https://news.yahoo.co.jp/media/fbsnews
95,g07,khb東日本放送,khbv,https://news.yahoo.co.jp/media/khbv
96,g07,RBC琉球放送,rbc,https://news.yahoo.co.jp/media/rbc
97,g07,ＳＢＣ信越放送,sbc,https://news.yahoo.co.jp/media/sbc
98,g07,静岡朝日テレビ,satvv,https://news.yahoo.co.jp/media/satvv
99,g07,プレジデントオンライン,president,https://news.yahoo.co.jp/media/president
100,g07,北海道ニュースUHB,hokkaibun,https://news.yahoo.co.jp/media/hokkaibun
101,g07,ITmedia Mobile,zdn_m,https://news.yahoo.co.jp/media/zdn_m
102,g07,高校生新聞オンライン,koukousei,https://news.yahoo.co.jp/media/koukousei
103,g07,GOAL,goal,https://news.yahoo.co.jp/media/goal
104,g07,RONSPO,ronspo,https://news.yahoo.co.jp/media/ronspo
105,g07,聯合ニュース,yonh,https://news.yahoo.co.jp/media/yonh
106,g07,東スポWEB,tospoweb,https://news.yahoo.co.jp/media/tospoweb
107,g07,ABCニュース,asahibc,https://news.yahoo.co.jp/media/asahibc
108,g07,FRIDAY,friday,https://news.yahoo.co.jp/media/friday
109,g07,デイリー新潮,shincho,https://news.yahoo.co.jp/media/shincho
110,g07,東洋経済education×ICT,toyoedu,https://news.yahoo.co.jp/media/toyoedu
111,g07,日刊自動車新聞,netdenjd,https://news.yahoo.co.jp/media/netdenjd
112,g07,ハフポスト日本版,huffpost,https://news.yahoo.co.jp/media/huffpost
113,g07,AERA dot.,sasahi,https://news.yahoo.co.jp/media/sasahi
114,g07,MBC南日本放送,mbcnews,https://news.yahoo.co.jp/media/mbcnews
115,g07,ＮＳＴ新潟総合テレビ,nsttv,https://news.yahoo.co.jp/media/nsttv
116,g07,OHK岡山放送,ohk,https://news.yahoo.co.jp/media/ohk
117,g07,Web東奥,webtoo,https://news.yahoo.co.jp/media/webtoo
118,g07,秋田テレビ,akt,https://news.yahoo.co.jp/media/akt
119,g07,茨城新聞クロスアイ,ibaraki,https://news.yahoo.co.jp/media/ibaraki
120,g07,カナロコ by 神奈川新聞,kana,https://news.yahoo.co.jp/media/kana
121,g08,岐阜新聞Ｗｅｂ,gifuweb,https://news.yahoo.co.jp/media/gifuweb
122,g08,テレビ愛知,tvaichi,https://news.yahoo.co.jp/media/tvaichi
123,g08,東海テレビ,tokai,https://news.yahoo.co.jp/media/tokai
124,g08,まいどなニュース,maidonans,https://news.yahoo.co.jp/media/maidonans
125,g08,ラジトピ　ラジオ関西トピックス,raditopi,https://news.yahoo.co.jp/media/raditopi
126,g08,FASHIONSNAP,fashions,https://news.yahoo.co.jp/media/fashions
127,g08,PC Watch,imppcw,https://news.yahoo.co.jp/media/imppcw
128,g08,音楽ナタリー,natalien,https://news.yahoo.co.jp/media/natalien
129,g08,よろず～ニュース,yorozuns,https://news.yahoo.co.jp/media/yorozuns
130,g08,MANTANWEB,mantan,https://news.yahoo.co.jp/media/mantan
131,g08,Medical DOC,medicald,https://news.yahoo.co.jp/media/medicald
132,g08,Merkmal,merkmal,https://news.yahoo.co.jp/media/merkmal
133,g08,ゲキサカ,gekisaka,https://news.yahoo.co.jp/media/gekisaka
134,g08,ニュースイッチ,newswitch,https://news.yahoo.co.jp/media/newswitch
135,g08,乗りものニュース,norimono,https://news.yahoo.co.jp/media/norimono
136,g08,日刊ゲンダイDIGITAL,nkgendai,https://news.yahoo.co.jp/media/nkgendai
137,g08,NBC長崎放送,nbcv,https://news.yahoo.co.jp/media/nbcv
138,g08,テレビ高知,kutv,https://news.yahoo.co.jp/media/kutv
139,g08,Yahoo!ニュース オリジナル THE PAGE,wordleaf,https://news.yahoo.co.jp/media/wordleaf
140,g08,NewsPicks ＋ｄ,npicksd,https://news.yahoo.co.jp/media/npicksd
141,g08,あなたの静岡新聞,at_s,https://news.yahoo.co.jp/media/at_s
142,g08,現代ビジネス,gendaibiz,https://news.yahoo.co.jp/media/gendaibiz
143,g08,集英社オンライン,shueisha,https://news.yahoo.co.jp/media/shueisha
144,g08,中央日報日本語版,cnippou,https://news.yahoo.co.jp/media/cnippou
145,g08,東京商工リサーチ,biz_shoko,https://news.yahoo.co.jp/media/biz_shoko
146,g08,BASKET COUNT,basket,https://news.yahoo.co.jp/media/basket
147,g08,BUSINESS INSIDER JAPAN,binsider,https://news.yahoo.co.jp/media/binsider
148,g08,Daiichi-TV（静岡第一テレビ）,sdt,https://news.yahoo.co.jp/media/sdt
149,g08,Forbes JAPAN,forbes,https://news.yahoo.co.jp/media/forbes
150,g08,HTB北海道ニュース,htbv,https://news.yahoo.co.jp/media/htbv
151,g08,ＫＫＴ熊本県民テレビ,kkt,https://news.yahoo.co.jp/media/kkt
152,g08,MRT宮崎放送,mrt,https://news.yahoo.co.jp/media/mrt
153,g08,RCC中国放送,rccv,https://news.yahoo.co.jp/media/rccv
154,g08,RKK熊本放送,rkk,https://news.yahoo.co.jp/media/rkk
155,g08,tbc東北放送,tbcv,https://news.yahoo.co.jp/media/tbcv
156,g08,TOSテレビ大分,tos,https://news.yahoo.co.jp/media/tos
157,g08,UTYテレビ山梨,utyv,https://news.yahoo.co.jp/media/utyv
158,g08,WEBザテレビジョン,the_tv,https://news.yahoo.co.jp/media/the_tv
159,g08,あいテレビ,itv,https://news.yahoo.co.jp/media/itv
160,g08,秋田朝日放送,aab,https://news.yahoo.co.jp/media/aab
161,g09,九州朝日放送,kbcv,https://news.yahoo.co.jp/media/kbcv
162,g09,熊本日日新聞,kumanichi,https://news.yahoo.co.jp/media/kumanichi
163,g09,佐賀新聞,saga,https://news.yahoo.co.jp/media/saga
164,g09,佐賀ニュース サガテレビ,sagatv,https://news.yahoo.co.jp/media/sagatv
165,g09,山陰中央新報,saninchuo,https://news.yahoo.co.jp/media/saninchuo
166,g09,山陽新聞デジタル,sanyo,https://news.yahoo.co.jp/media/sanyo
167,g09,食品新聞,shokuhin,https://news.yahoo.co.jp/media/shokuhin
168,g09,仙台放送,oxv,https://news.yahoo.co.jp/media/oxv
169,g09,ツギノジダイ,tsugino,https://news.yahoo.co.jp/media/tsugino
170,g09,テレビ新広島,tssv,https://news.yahoo.co.jp/media/tssv
171,g09,テレビユー山形,tuy,https://news.yahoo.co.jp/media/tuy
172,g09,十勝毎日新聞　電子版,kachimai,https://news.yahoo.co.jp/media/kachimai
173,g09,奈良新聞デジタル,naranp,https://news.yahoo.co.jp/media/naranp
174,g09,南海放送,rnb,https://news.yahoo.co.jp/media/rnb
175,g09,日刊新周南,sshunan,https://news.yahoo.co.jp/media/sshunan
176,g09,日本海テレビ,nkt,https://news.yahoo.co.jp/media/nkt
177,g09,福島中央テレビ,fct,https://news.yahoo.co.jp/media/fct
178,g09,福島民友新聞,minyu,https://news.yahoo.co.jp/media/minyu
179,g09,北國新聞社,hokkoku,https://news.yahoo.co.jp/media/hokkoku
180,g09,abn長野朝日放送,abn,https://news.yahoo.co.jp/media/abn
181,g09,ＡＴＶ青森テレビ,atv,https://news.yahoo.co.jp/media/atv
182,g09,ITmedia PC USER,zdn_pc,https://news.yahoo.co.jp/media/zdn_pc
183,g09,ケータイ Watch,impktw,https://news.yahoo.co.jp/media/impktw
184,g09,エンタメNEXT,entame,https://news.yahoo.co.jp/media/entame
185,g09,ウォール・ストリート・ジャーナル日本版,wsj,https://news.yahoo.co.jp/media/wsj
186,g09,ふたまん＋,futaman,https://news.yahoo.co.jp/media/futaman
187,g09,マイナビニュース,mynavin,https://news.yahoo.co.jp/media/mynavin
188,g09,CHANTO WEB,chanto,https://news.yahoo.co.jp/media/chanto
189,g09,FOOTBALL ZONE,soccermzw,https://news.yahoo.co.jp/media/soccermzw
190,g09,fumufumu news,fumufumun,https://news.yahoo.co.jp/media/fumufumun
191,g09,Impress Watch,impress,https://news.yahoo.co.jp/media/impress
192,g09,KAI-YOU.net,kaiyou,https://news.yahoo.co.jp/media/kaiyou
193,g09,magacol,magacol,https://news.yahoo.co.jp/media/magacol
194,g09,MOVIE WALKER PRESS,mvwalk,https://news.yahoo.co.jp/media/mvwalk
195,g09,netkeiba.com,kiba,https://news.yahoo.co.jp/media/kiba
196,g09,Number Web,number,https://news.yahoo.co.jp/media/number
197,g09,OTONA SALONE,otonas,https://news.yahoo.co.jp/media/otonas
198,g09,PHILE WEB,phileweb,https://news.yahoo.co.jp/media/phileweb
199,g09,Rallys,rallysv,https://news.yahoo.co.jp/media/rallysv
200,g09,telling，,telling,https://news.yahoo.co.jp/media/telling
201,g09,Tennis Classic,tennisc,https://news.yahoo.co.jp/media/tennisc
202,g09,THE DIGEST,thedigest,https://news.yahoo.co.jp/media/thedigest
203,g09,＠BAILA,baila,https://news.yahoo.co.jp/media/baila
204,g09,アニメージュプラス,animage,https://news.yahoo.co.jp/media/animage
205,g09,映画ナタリー,nataliee,https://news.yahoo.co.jp/media/nataliee
206,g09,月刊陸上競技,getsuriku,https://news.yahoo.co.jp/media/getsuriku
207,g09,好書好日,bookasahi,https://news.yahoo.co.jp/media/bookasahi
208,g09,ソトラバ,sotolover,https://news.yahoo.co.jp/media/sotolover
209,g09,超WORLDサッカー！,usoccer,https://news.yahoo.co.jp/media/usoccer
210,g09,日経クロストレンド,nkctrend,https://news.yahoo.co.jp/media/nkctrend
211,g10,日経ビジネス,business,https://news.yahoo.co.jp/media/business
212,g10,ベースボールチャンネル,baseballc,https://news.yahoo.co.jp/media/baseballc
213,g10,TSKさんいん中央テレビ,tsk,https://news.yahoo.co.jp/media/tsk
214,g10,テレビ静岡NEWS,sut,https://news.yahoo.co.jp/media/sut
215,g10,センバツLIVE！,senbatsuf,https://news.yahoo.co.jp/media/senbatsuf
216,g10,AFPBB News,afpbbnewsv,https://news.yahoo.co.jp/media/afpbbnewsv
217,g10,AP通信,aptsushinv,https://news.yahoo.co.jp/media/aptsushinv
218,g10,BuzzFeed Japan,bfj,https://news.yahoo.co.jp/media/bfj
219,g10,Yahoo! JAPAN SDGs,yjsdgs,https://news.yahoo.co.jp/media/yjsdgs
220,g10,Yahoo! JAPAN クリエイターズプログラム,ycreatp,https://news.yahoo.co.jp/media/ycreatp
221,g10,Yahoo!ニュース オリジナル RED Chair,redchair,https://news.yahoo.co.jp/media/redchair
222,g10,大手小町（読売新聞）,otekomachi,https://news.yahoo.co.jp/media/otekomachi
223,g10,テレ東プラス,tvtplus,https://news.yahoo.co.jp/media/tvtplus
224,g10,福岡ふかぼりメディアささっとー,sasatto,https://news.yahoo.co.jp/media/sasatto
225,g10,CNS（China News Service）,clc_cnsv,https://news.yahoo.co.jp/media/clc_cnsv
226,g10,GLOBE＋,globeplus,https://news.yahoo.co.jp/media/globeplus
227,g10,JBpress,jbpressz,https://news.yahoo.co.jp/media/jbpressz
228,g10,NewsPicks,newspicksn,https://news.yahoo.co.jp/media/newspicksn
229,g10,Wedge（ウェッジ）,wedge,https://news.yahoo.co.jp/media/wedge
230,g10,朝日新聞EduA,edua,https://news.yahoo.co.jp/media/edua
231,g10,朝日新聞 SDGs ACTION！,asahisdgs,https://news.yahoo.co.jp/media/asahisdgs
232,g10,朝日新聞デジタルマガジン＆［and］,asahiand,https://news.yahoo.co.jp/media/asahiand
233,g10,韓国経済新聞,kedglobal,https://news.yahoo.co.jp/media/kedglobal
234,g10,クーリエ・ジャポン,courrier,https://news.yahoo.co.jp/media/courrier
235,g10,新潮社 フォーサイト,fsight,https://news.yahoo.co.jp/media/fsight
236,g10,朝鮮日報日本語版,chosun,https://news.yahoo.co.jp/media/chosun
237,g10,創,tsukuru,https://news.yahoo.co.jp/media/tsukuru
238,g10,日刊工業新聞電子版,nkogyo,https://news.yahoo.co.jp/media/nkogyo
239,g10,日刊産業新聞,sangyo,https://news.yahoo.co.jp/media/sangyo
240,g10,日本海事新聞,tjmd,https://news.yahoo.co.jp/media/tjmd
241,g10,日本食糧新聞,nissyoku,https://news.yahoo.co.jp/media/nissyoku
242,g10,ニューズウィーク日本版,newsweek,https://news.yahoo.co.jp/media/newsweek
243,g10,ハンギョレ新聞,hankyoreh,https://news.yahoo.co.jp/media/hankyoreh
244,g10,福井新聞ＯＮＬＩＮＥ,fukui,https://news.yahoo.co.jp/media/fukui
245,g10,福祉新聞,fukushi,https://news.yahoo.co.jp/media/fukushi
